Id,SysDate,SysTime,SessionId,CompId,FinYearId,PRSPRFlag,POId,PONo,SupplierId,Reference,ReferenceDate,ReferenceDesc,PaymentTerms,Freight,Octroi,ModeOfDispatch,Inspection,FileName,FileSize,ContentType,FileData,Remarks,Checked,CheckedBy,CheckedDate,CheckedTime,Approve,ApprovedBy,ApproveDate,ApproveTime,Authorize,AuthorizedBy,AuthorizeDate,AuthorizeTime,ShipTo,AmendmentNo,Warrenty,Insurance,TC
60,2013-05-31,10:35:20 AM,Sapl0031,1,1,1,114,0110,W002,1,2013-05-31,,14,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
61,2013-07-17,1:52:29 PM,Sapl0031,1,1,0,292,0284,T006,2,2013-07-17,-,7,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
62,2013-06-27,11:24:29 AM,Sapl0013,1,1,0,207,0201,N005,5,2013-06-24,-,11,2,6,-,-,,,,,-,1,Sapl0013,2013-06-24,2:26:03 PM,1,Sapl0013,2013-06-24,2:26:29 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
63,2013-07-09,10:33:25 AM,Sapl0031,1,1,1,265,0257,T009,2,2013-07-09,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-07-11,11:53:38 AM,1,Sapl0013,2013-07-11,11:57:38 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
66,2013-07-23,10:42:25 AM,Sapl0031,1,1,0,304,0295,S023,1,2013-07-23,-,5,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
67,2013-07-23,2:21:28 PM,Sapl0031,1,1,1,309,0300,S029,1,2013-07-23,-,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
68,2013-07-23,10:14:20 AM,Sapl0031,1,1,0,302,0294,G005,1,2013-07-23,-,5,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
69,2013-07-29,12:30:05 PM,Sapl0031,1,1,0,332,0323,S043,2,2013-07-29,-,1,1,1,,,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
70,2013-07-30,9:54:40 AM,Sapl0031,1,1,0,334,0325,S030,2,2013-07-30,-,8,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
71,2013-07-31,11:06:46 AM,Sapl0031,1,1,0,337,0328,U002,2,2013-07-31,-,12,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
72,2013-06-21,10:58:38 AM,Sapl0031,1,1,0,183,0177,T003,1,2013-06-21,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-07-09,5:21:16 PM,1,Sapl0013,2013-07-09,5:23:10 PM,1,Sapl0013,2013-07-09,5:24:01 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
73,2013-08-02,6:06:44 PM,Sapl0031,1,1,0,345,0336,S030,2,2013-08-02,-,8,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
74,2013-08-03,11:54:13 AM,Sapl0031,1,1,0,348,0339,I001,2,2013-08-03,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
75,2013-08-03,5:15:43 PM,Sapl0031,1,1,1,351,0342,D003,1,2013-08-03,-,7,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
76,2013-08-03,2:03:09 PM,Sapl0031,1,1,1,349,0340,T003,2,2013-08-03,-,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
77,2013-08-05,1:54:02 PM,Sapl0031,1,1,1,353,0344,B003,1,2013-08-05,-,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
78,2013-08-05,2:09:01 PM,Sapl0031,1,1,0,357,0348,S009,5,2013-08-05,-,1,1,1,,,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
79,2013-08-06,9:58:04 AM,Sapl0011,1,1,0,358,0349,S030,2,2013-08-06,,8,1,6,-,-,,,,,-,1,Sapl0013,2013-08-06,10:46:23 AM,1,Sapl0013,2013-08-06,10:47:42 AM,1,Sapl0013,2013-08-06,10:48:09 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
80,2013-08-07,6:16:53 PM,sapl0161,1,1,0,368,0359,S050,2,2013-07-16,,19,2,6,,,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
81,2013-07-25,12:56:46 PM,Sapl0031,1,1,1,318,0309,R002,1,2013-07-25,,6,2,5,-,-,,,,,-,1,Sapl0013,2013-07-26,2:21:00 PM,1,Sapl0013,2013-07-26,2:21:37 PM,1,Sapl0013,2013-07-26,2:22:15 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
82,2013-04-27,12:19:24 PM,Sapl0031,1,1,1,4,0003,R002,1,2013-04-27,-,6,2,5,-,-,,,,,-,1,Sapl0013,2013-05-07,10:51:46 AM,1,Sapl0013,2013-05-07,10:54:03 AM,1,Sapl0013,2013-05-07,10:54:45 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
83,2013-05-09,10:14:11 AM,Sapl0031,1,1,1,21,0020,P002,1,2013-05-09,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,1,Sapl0013,2013-05-09,1:46:12 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
84,2013-08-12,3:41:27 PM,Sapl0031,1,1,1,392,0383,P017,2,2013-08-12,-,10,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
85,2013-05-10,4:36:45 PM,Sapl0031,1,1,1,47,0046,S018,1,2013-05-10,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-11,10:45:52 AM,1,Sapl0013,2013-05-11,10:46:11 AM,1,Sapl0013,2013-05-11,10:46:35 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
86,2013-08-12,6:05:41 PM,Sapl0013,1,1,1,47,0046,S018,1,2013-05-10,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-11,10:45:52 AM,1,Sapl0013,2013-05-11,10:46:11 AM,1,Sapl0013,2013-08-12,6:11:07 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
87,2013-08-12,6:14:02 PM,Sapl0013,1,1,1,47,0046,S018,1,2013-05-10,-,6,1,6,-,-,,,,,-,1,Sapl0013,2013-05-11,10:45:52 AM,1,Sapl0013,2013-05-11,10:46:11 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,,
88,2013-08-13,10:48:36 AM,Sapl0031,1,1,0,393,0384,I006,2,2013-08-13,-,2,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
89,2013-06-20,9:31:28 AM,Sapl0031,1,1,1,166,0161,W003,1,2013-06-20,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-07-11,11:55:29 AM,1,Sapl0013,2013-07-11,3:03:19 PM,1,Sapl0013,2013-07-11,3:03:51 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
90,2013-08-10,9:55:52 AM,Sapl0031,1,1,0,375,0366,S030,2,2013-08-10,-,8,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
91,2013-08-13,11:52:13 AM,Sapl0031,1,1,1,166,0161,M016,1,2013-06-20,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-07-11,11:55:29 AM,1,Sapl0013,2013-07-11,3:03:19 PM,1,Sapl0013,2013-08-13,11:55:18 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
92,2013-08-13,12:08:06 PM,Sapl0031,1,1,0,375,0366,S030,2,2013-08-10,-,8,1,6,-,-,,,,,-,1,Sapl0013,2013-08-14,9:14:20 AM,1,Sapl0013,2013-08-14,9:14:59 AM,1,Sapl0013,2013-08-14,9:15:36 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
93,2013-05-09,10:29:49 AM,Sapl0031,1,1,1,23,0022,S001,1,2013-05-09,-,5,2,6,-,-,,,,,-,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,1,Sapl0013,2013-05-09,1:46:12 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
94,2013-08-14,5:04:23 PM,Sapl0031,1,1,1,23,0022,S001,1,2013-05-09,-,5,2,6,-,-,,,,,-,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,1,Sapl0013,2013-08-14,5:05:14 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
95,2013-08-14,5:12:23 PM,Sapl0031,1,1,1,23,0022,S001,1,2013-05-09,-,5,2,6,-,-,,,,,-,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,,
96,2013-05-21,12:32:36 PM,Sapl0011,1,1,0,79,0077,S020,1,2013-05-01,,5,2,6,-,-,,,,,-,1,Sapl0013,2013-05-29,11:15:35 AM,1,Sapl0013,2013-05-29,11:16:04 AM,1,Sapl0013,2013-05-29,11:16:26 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
97,2013-05-23,12:04:18 PM,Sapl0031,1,1,1,94,0092,S001,1,2013-05-23,-,5,2,6,-,-,,,,,-,1,Sapl0013,2013-05-23,1:35:44 PM,1,Sapl0013,2013-05-23,1:36:09 PM,1,Sapl0013,2013-05-23,1:36:43 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
98,2013-08-16,4:41:12 PM,Sapl0031,1,1,0,396,0387,Y001,2,2013-08-16,-,10,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,3,-,
99,2013-06-13,4:54:42 PM,Sapl0031,1,1,0,12,0011,A012,1,2013-05-06,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-05-06,4:57:34 PM,1,Sapl0013,2013-05-06,4:57:39 PM,1,Sapl0013,2013-06-26,12:18:38 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
100,2013-08-16,6:13:10 PM,Sapl0013,1,1,0,12,0011,A012,1,2013-05-06,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-05-06,4:57:34 PM,1,Sapl0013,2013-05-06,4:57:39 PM,1,Sapl0013,2013-08-16,6:14:30 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,,
101,2013-08-16,6:23:04 PM,Sapl0031,1,1,0,12,0011,A012,1,2013-05-06,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-05-06,4:57:34 PM,1,Sapl0013,2013-05-06,4:57:39 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",3,1,,
102,2013-05-20,2:08:57 PM,Sapl0031,1,1,1,71,0069,H001,1,2013-05-20,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-20,2:17:54 PM,1,Sapl0013,2013-05-20,2:18:18 PM,1,Sapl0013,2013-05-20,2:18:37 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
103,2013-08-17,2:00:34 PM,Sapl0031,1,1,1,71,0069,H001,1,2013-05-20,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-20,2:17:54 PM,1,Sapl0013,2013-05-20,2:18:18 PM,1,Sapl0013,2013-08-17,2:02:15 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
104,2013-05-22,2:22:46 PM,Sapl0031,1,1,1,90,0088,I001,2,2013-05-22,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-05-22,2:40:23 PM,1,Sapl0013,2013-05-22,2:40:56 PM,1,Sapl0013,2013-05-22,2:41:24 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
105,2013-08-17,2:46:13 PM,Sapl0031,1,1,1,71,0069,H001,1,2013-05-20,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-20,2:17:54 PM,1,Sapl0013,2013-05-20,2:18:18 PM,1,Sapl0013,2013-08-17,2:47:04 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,,
106,2013-05-22,2:27:14 PM,Sapl0031,1,1,1,92,0090,H001,1,2013-05-22,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-05-22,2:40:23 PM,1,Sapl0013,2013-05-22,2:40:56 PM,1,Sapl0013,2013-05-22,2:41:24 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
107,2013-05-09,10:17:48 AM,Sapl0031,1,1,1,22,0021,J001,1,2013-05-09,-,1,1,1,,,,,,,,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,1,Sapl0013,2013-05-09,1:46:12 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
108,2013-08-18,12:08:58 PM,Sapl0013,1,1,1,22,0021,J001,1,2013-05-09,-,1,1,1,,,,,,,,1,Sapl0013,2013-05-09,1:44:39 PM,1,Sapl0013,2013-05-09,1:45:24 PM,1,Sapl0013,2013-08-18,12:10:17 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
109,2013-06-13,5:08:39 PM,Sapl0001,1,1,0,105,0103,Y001,2,2013-05-29,-,7,2,6,-,-,,,,,-,1,Sapl0013,2013-07-08,3:12:55 PM,1,Sapl0013,2013-07-08,3:13:30 PM,1,Sapl0013,2013-07-08,3:14:31 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",4,1,-,
110,2013-08-17,10:49:06 AM,Sapl0031,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,1,Sapl0013,2013-08-18,10:37:29 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,3,-,
111,2013-08-19,11:22:41 AM,Sapl0013,1,1,0,105,0103,Y001,2,2013-05-29,-,7,2,6,-,-,,,,,-,1,Sapl0013,2013-07-08,3:12:55 PM,1,Sapl0013,2013-07-08,3:13:30 PM,1,Sapl0013,2013-08-19,11:23:34 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",5,1,-,
112,2013-08-19,11:32:16 AM,Sapl0031,1,1,0,105,0103,Y001,2,2013-05-29,-,7,2,6,-,-,,,,,-,1,Sapl0013,2013-07-08,3:12:55 PM,1,Sapl0013,2013-07-08,3:13:30 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",6,1,-,
113,2013-05-21,1:43:14 PM,Sapl0011,1,1,0,86,0084,M014,2,2013-05-17,,7,2,6,-,-,,,,,,1,Sapl0013,2013-07-06,12:23:26 PM,1,Sapl0013,2013-07-06,12:25:33 PM,1,Sapl0013,2013-07-06,12:26:55 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
114,2013-08-19,1:53:18 PM,Sapl0031,1,1,0,86,0084,M014,2,2013-05-17,,7,2,6,-,-,,,,,,1,Sapl0013,2013-07-06,12:23:26 PM,1,Sapl0013,2013-07-06,12:25:33 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,,
