Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
76,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-05-320,PIN RETAINER 2,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
77,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-49-480,L-BKT,0,2,1.0,2.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
78,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-09-560,CLAMP BKT,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
79,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-05-360,REST MYLER,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
80,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-05-490,L BKT 2,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
81,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-05-420,CLAMP MYLAR 2,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
82,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-07-410,CLAMP MYLAR 1,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
83,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-31-580,WELDMENT BKT,0,2,1.0,2.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
84,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-49-720,PLATE 02,0,4,1.0,4.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
85,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-21-480,L BKT,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
86,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-49-480,L-BKT,0,2,1.0,2.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
87,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-13-580,WELDMENT BKT,0,2,1.0,2.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
88,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-19-580,WELDMENT BKT,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
89,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-17-580,WELDMENT BKT,0,4,1.0,4.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
90,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-23-580,WELDMENT BKT,0,4,1.0,4.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
91,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,537,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-21-480,L BKT,0,1,1.0,1.0,159.0,159.0,0.0,159.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
92,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,538,29-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00649-03-910,ROLLER WHEEL,0,6,1.0,6.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EG 9341,NA,Received material in good condition,,,,,,,,
93,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00650-09-920,C CHANNEL,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
94,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00650-09-900,C CHANNEL,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
95,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00652-41-880,ROLLER FRAME,0,8,1.0,8.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
96,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00650-25-110,PIN,0,114,1.0,114.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
97,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00651-07-050,SPROCKET,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
98,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00651-07-030,SPROCKET,0,2,1.0,2.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
99,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00661-03-410,CLAMP MYLER,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
100,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-05-310,PIN RETAINER,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
101,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00661-05-410,CLAMP MYLER,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
102,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00563-11-040,PLATE,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
103,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-03-530,T- BRACKET,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
104,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-07-310,PIN RETAINER 1,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
105,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-05-360,REST MYLAR,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
106,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00663-07-320,PIN RETAINER 2,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
107,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00651-07-670,END CAP,0,2,1.0,2.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
108,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-09-410,CLAMP MYLAR 1,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
109,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,539,30-11-2019,Mr. Akshay Bhusari,9850898888,SHUBHANGI KHAWADGAVE,Returnable,00662-09-420,CLAMP MYLAR 2,0,1,1.0,1.0,139.0,139.0,0.0,139.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
110,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00663-03-100,WELDMENT RISER,0,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
111,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00662-03-100,WELDMENT RISER,0,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
112,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00662-05-100,WELDMENT RISER,0,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
113,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00662-07-100,WELDMENT RISER,-,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
114,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00662-09-100,WELDMENT RISER,0,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
115,YOUGANDHARA ENTERPRISES,"AT POST VELU, TAL HAVELI, DIST PUNE ",-,540,30-11-2019,MR PRASAD ,8483817817,SHUBHANGI KHAWADGAVE,Returnable,00663-07-100,WELDMENT RISER,0,1,1.0,1.0,6.0,6.0,0.0,6.0,FOR BLACKODISING,SELF,MH 12 EF 5483,NA,Received material in good condition,,,,,,,,
116,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00664-07-490,L BRACKET 2,-,2,1.0,2.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
117,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00662-07-360,REST MYLAR,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
118,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00662-07-420,CLAMP MYLAR 2,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
119,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00662-03-360,REST MYLER,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
120,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00650-09-750,JOINING PLATE,-,20,1.0,20.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
121,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00664-07-480,L BRACKET 01,-,2,1.0,2.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
122,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00664-03-360,REST MYLER,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
123,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00664-03-410,CLAMP MYLER,-,2,1.0,2.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
124,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00650-23-720,KEEPER PLATE,-,6,1.0,6.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
125,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00661-03-360,REST MYLAR,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
126,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00652-21-310,PIN RETAINER,-,2,1.0,2.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
127,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00652-11-580,WELDMENT,-,11,1.0,11.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
128,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,541,01-12-2019,Mr.Akashay Bhusari,9604549533,SHUBHANGI KHAWADGAVE,Returnable,00662-03-410,CLAMP MYLER,-,1,1.0,1.0,51.0,51.0,0.0,51.0,FOR BLACKODISING,self,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
129,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00663-05-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
130,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00661-05-560,U-BKT,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
131,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00661-05-360,REST MYLER,-,2,1.0,2.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
132,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00661-07-310,PIN HOLDER,-,2,1.0,2.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
133,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00661-13-310,PIN RETAINER,-,2,1.0,2.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
134,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00663-03-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
135,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00662-03-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
136,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00662-05-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
137,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00662-07-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
138,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00662-09-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
139,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00663-07-100,WELDMENT RISER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
140,MAKAR INDUSTRIES,Narhe,-,542,01-12-2019,SOPAN MAKAR,7020227942,SHUBHANGI KHAWADGAVE,Returnable,00661-09-360,REST MYLER,-,1,1.0,1.0,15.0,15.0,0.0,15.0,For Milling And Drilling,SELF,By Hand Vilas Pethe,-,Received material in good condition,,,,,,,,
141,AWAKIN TECHNOLOGIES,"GUT NO.-769, PAWAR WASTI, KUDALWADI, CHIKHALIROAD, PUNE PIN-411062.",-,543,02-12-2019,-,-,RAHUL SHITOLE,Returnable,&nbsp;,DC MOTOR SERVOMAC,&nbsp;,1,10000.0,10000.0,1.0,10000.0,0.0,1.0,FOR REPEARING,SELF,BY HAND RAHUL SHITOLE,NA,Received material in good condition,,,,,,,,
142,CUMMINS TECHNOLOGIES INDIA PVT LTD.,"PLOT NO B31 SEZ INDUSTRIAL AREA, SURWADI, TAL PHALTAN, DIST SATRARA",27AABCT2018B8ZR,544,03-12-2019,Mr. Salgar,9359872886,Mr. Prashant ,Non-Returnable,&nbsp;,N77MODRIGGINGDEG4 MODIFICATION OF EXISTING SCISSOR LIFT ,&nbsp;,2,212500.0,425000.0,2.0,425000.0,0.0,425000.0,CUSTOMERS PROPERTY RETURNED REF RGP NO 9001196 DTD 05.11.2019  ,AMBEKAR TRANSPORT,MH 12 LT 6646,,Received material in good condition,,,,,,,,
143,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN,VILLAGE NANDAL SURWADI, TAL PHALTAN,DIST - SATARA, PIN 415522
",27AABCT2018B8ZR,545,03-12-2019,Mr. Mahesh Jedhe,7774005756,Mr. Prashant,Non-Returnable,&nbsp;,TOOL LOAD ASSIST ASSEMBLY,-,1,2000.0,2000.0,1.0,2000.0,0.0,0.0,FOR SITE WORK,AMBEKAR TRANSPORT,MH 12 LT 6646,,Received material in good condition,,,,,,,,
144,YUGANDHARA FINE WORK,SHED NO 1 PUNE BANGLORE HIGHWAY VELU PHATA,-,546,03-12-2019,MAYUR KATE,-,SHUBHANGI KHAWADGAVE,Returnable,00662-03-580,L BKT,0,1,1.0,1.0,9.0,9.0,0.0,9.0,For Milling And Drilling,Self ,By Hand Ganesh Dhadwe,NA,Received material in good condition,,,,,,,,
